Streptozotocin-induced diabetes, and the optic nerve blood barrier.	Diabetes inducida por estreptozotocina y comportamiento de la barrera sanguínea del nervio óptico.
Juxtapapillary neovascular membrane secondary to idiopathic intracranial hypertension treated with intravitreal bevacizumab: A case report.	Membrana neovascular coroidea yuxtapapilar secundaria a hipertensión intracraneal idiopática tratada con bevacizumab intravítreo: a propósito de un caso.
Macular choroidal thickness in non-arteritic ischemic optic neuropathy.	Grosor coroideo macular en la neuropatía óptica isquémica anterior no arterítica.
New book released: Clinical Practice in Pediatric Gastroenterology, Hepatology and Nutrition.	Nuevo libro publicado: Práctica Clínica en Gastroenterología, Hepatología y Nutrición Pediátrica.
Cost-effectiveness analysis of apixaban versus acetylsalicylic acid in the prevention of stroke in patients with non-valvular atrial fibrillation in Spain.	Análisis coste-utilidad de apixabán frente al ácido acetilsalicílico en la prevención del ictus en pacientes con fibrilación auricular no valvular en España.
Systemic lupus erythematosus with anti-centromere antibodies: An infrequent finding without scleroderma related features.	Lupus eritematoso sistémico con anticuerpos anticentrómero: un hallazgo infrecuente sin características de esclerodermia.
Multiple lymphoprolipherative disorders in a patient.	Procesos linfoproliferativos múltiples en un paciente.
Hypoxaemia and petequial rash after a crush.	Hipoxemia y petequias tras aplastamiento.
Left-sided facial shaving hemineglect due to parietal ischaemia.	Negligencia de afeitado en la hemicara izquierda por isquemia parietal.
Erythropoietin, chronic renal failure and cancer.	Eritropoyetina, insuficiencia renal crónica y cáncer.
Resistant hypertension and no organ damage: A new case of Munchausen syndrome.	Hipertensión arterial resistente sin lesión de órgano diana: un nuevo caso de síndrome de Munchausen.
Subfoveal choroidal thickness in eyes with diabetic macular oedema using swept source optical coherence tomography.	Grosor coroideo subfoveal medido con tomografía de coherencia óptica swept source en ojos con edema macular diabético.
Severe complication during strabismus surgery.	Grave complicación en el transcurso de una cirugía de estrabismo.
Hip fractures in an elderly cohort with decreased glomerular filtration rate (non-dialysis).	Fracturas de cadera en una cohorte de ancianos con filtrado glomerular disminuido (no diálisis).
Hepatolithiasis.	 Surgical approach using endoscopic holmium laser for treatment.	Hepatolitiasis.	 Abordaje quirúrgico endoscópico utilizando láser de holmio para su tratamiento.
Adult colocolonic intussusception due to adenomatous polyp: An exceptional cause of a rare entity.	Invaginación colocolónica en adulto por pólipo adenomatoso: una causa excepcional de una entidad poco frecuente.
What and how to evaluate clinical-surgical competence.	 The resident and staff surgeon perspective.	Qué y cómo se evalúa la competencia clínico-quirúrgica: perspectiva del adscrito y del residente de cirugía.
Noise level in intensive care units of a public university hospital in Santa Marta (Colombia).	Nivel de ruido en unidades de cuidado intensivo de un hospital público universitario en Santa Marta (Colombia).
Safe practices for the use of opioids in patients with chronic pain.	Prácticas seguras para el uso de opioides en pacientes con dolor crónico.
Kounis syndrome: A diagnostic urgency.	Síndrome de Kounis, urgencia diagnóstica.
VARIAR Study: Assessment of short-term efficacy and safety of rituximab compared to an tumor necrosis factor alpha antagonists as second-line drug therapy in patients with rheumatoid arthritis refractory to a first tumor necrosis factor alpha antagonist.	Estudio VARIAR: VAloración de la eficacia y seguridad a corto plazo en artritis reumatoide del uso de RItuximab comparado con Antagonistas del factor de necrosis tumoral alfa en segunda línea terapéutica en pacientes con artritis reumatoide Refractarios a un primer antagonista del factor de necrosis tumoral alfa.
Baseline ALT levels as a marker of glycemic response to treatment with GLP-1 receptor agonists.	Niveles de ALT y respuesta hipoglucemiante al tratamiento con agonistas del receptor de GLP-1.
Low fermentable oligosaccharides, disaccharides, monosaccharides and polyols (FODMAPs) diet in irritable bowel syndrome: Indication and method of preparation.	Dieta pobre en fermentable oligosaccharides, disaccharides, monosaccharides and polyols (FODMAPs) en el síndrome de intestino irritable: indicación y forma de elaboración.
Is obesity in psoriatic arthritis associated with a poorer therapeutic response and more adverse effects of treatment with an anchor drug?¿Se asocia la obesidad en la artritis psoriásica a una menor respuesta terapéutica y más efectos adversos con el tratamiento de fondo?
Camurati-Engelmann disease.	Enfermedad de Camurati-Engelmann.
Benign tracheal stenosis should never be stented with metallic devices.	En la estenosis traqueal benigna nunca deberían emplearse endoprótesis metálicas.
Comparison between patients undergoing Fontan operation with or without cardiopulmonary bypass.	Comparación de pacientes sometidos a cirugía de Fontan con y sin derivación cardiopulmonar.
A Familial Form of Primary Essential Cutis Verticis Gyrata.	Forma familiar de cutis verticis gyrata primario esencial.
Evaluation of Collision Tumors by Confocal Microscopy.	Tumores de colisión valorados por microscopía confocal.
Cutaneous Collagenous Vasculopathy: A Case Report and Review of the Literature.	Vasculopatía colágena cutánea.	 Aportación de un caso y revisión de la literatura.
Drug abuse in nursing students.	Consumo de drogas en estudiantes de enfermería.
Giant conjunctival squamous cell carcinoma.	 Treatment with surgery following topical interferon alpha-2b.	Carcinoma escamoso conjuntival gigante.	 Tratamiento con cirugía seguido de interferón alfa-2b.
Hermann von Helmholtz: Physician, physicist and inventor.	Hermann von Helmholtz: médico, físico e inventor.
Helminthosis and eosinophilia in Spain (1990-2015).	Helmintosis y eosinofilia en España (1990-2015).
Update Chagas disease.	Actualización en enfermedad de Chagas.
SIADH syndrome that precedes the diagnosis of pulmonary neoplasia.	Síndrome SIHAD que precede al diagnóstico de neoplasia pulmonar.
Elephants, longevity, cancer and p53.	Elefantes, longevidad, cáncer y p53.
Medicine at the &quot;edge of chaos&quot;.	 Life, entropy and complexity.	La medicina &quot;al borde del caos&quot;.	 Vida, entropía y complejidad.
Lipoma arborescens with atypical location.	Lipoma arborescente de localización atípica.
Olfactory neuroblastoma.	Neuroblastoma olfatorio.
Subcutaneous immunoglobulin.	 Treatment in chronic inflammatory demyelinating polyradiculo-neuropathy.	Inmunoglobulina subcutánea.	 Tratamiento en polineuropatía desmielinizante inflamatoria crónica.
Davidenkow syndrome.	 A rare peripheral neuropathy.	Síndrome de Davidenkow.	 Una neuropatía periférica rara.
Successful treatment of a cervical heterotopic pregnancy following an in vitro fertilization procedure.	Tratamiento exitoso de un embarazo heterotópico cervical luego de un procedimiento de fecundación in vitro.
Cercarial dermatitis of bathers in northern Argentine Patagonia.	Dermatitis cercarial en bañistas del norte de la Patagonia Argentina.
Severe asthma.	Asma grave.
Primary pyomyositis.	 Review of 32 cases diagnosed by ultrasound.	Piomiositis primaria.	 Revisión de 32 casos diagnosticados por ecografía.
Hantavirus pulmonary syndrome in Buenos Aires, 2009-2014.	Síndrome pulmonar por hantavirus en Buenos Aires, 2009-2014.
Assessment of negative stereotypes about old age in young people and adults.	Evaluación de los estereotipos negativos hacia la vejez en jóvenes y adultos.
Gonococcal arthritis in human immunodeficiency virus-infected patients.	 Review of the literature.	Artritis gonocócica en pacientes con infección por el virus de la inmunodeficiencia humana.	 Revisión de la literatura.
Atypical presentation of central serous choroidopathy.	 Case report.	Presentación atípica de coroidopatía serosa central.	 Reporte de caso.
Spanish Compliance With Guidelines for Prescribing Four Drugs in the Intensive Phase of Standard Tuberculosis Treatment.	Cumplimiento en España de la norma de prescribir cuatro fármacos en la fase intensiva del tratamiento estándar de la tuberculosis.
Process of Care for Patients with Benign Cysts and Tumors: Consensus Document of the Andalusian Regional Section of the AEDV.	Proceso de atención a las personas con lesiones quísticas y tumorales benignas.	 Documento de consenso de la sección territorial andaluza de la Academia Española de Dermatología Médico-Quirúrgica y Venereología.
Sweet Syndrome: A Review and Update.	Hiperpigmentación facial simétrica adquirida.
Continuing to make progress.	Continuar progresando.
Listeria monocytogenes cholecystitis in an immunocompetent patient.	Colecistitis aguda por Listeria monocytogenes en paciente inmunocompetente.
Intestinal infiltration of high-grade large T-cell non-Hodgkin lymphoma with cyclin-D1 overexpression and aberrant CD79a expression in a patient with a diagnosis of tumour stage mycosis fungoides.	Infiltración intestinal por linfoma no Hodgkin-T de células grandes de alto grado con sobreexpresión de ciclina-D1 y expresión aberrante de CD79a en paciente con diagnóstico de micosis fungoide en estadio tumoral.
Impact of the incorporation of a nurse in an inflammatory bowel disease unit.	Impacto de la incorporación de la enfermera a una unidad de enfermedad inflamatoria intestinal.
Diabetes mellitus and Alzheimer's disease: An unforgattable relation.	Diabetes mellitus tipo 2 y enfermedad de Alzheimer: una relación para no olvidar.
Prediabetes and coronary artery disease: Outcome after revascularization procedures.	Prediabetes y pronóstico clínico de los pacientes con cardiopatía isquémica y revascularización coronaria percutánea.
Effective adverse event reduction with bolus-basal versus sliding scale insulin therapy in patients with diabetes during conventional hospitalization: Systematic review and meta-analysis.	Eficacia en la reducción de eventos adversos de la insulinoterapia en pauta bolo-basal frente a la pauta deslizante en pacientes con diabetes durante la hospitalización convencional: revisión sistemática de la literatura y metaanálisis.
Appointments requested as urgent: Impact on the clinics and clinical characteristics.	Citas solicitadas como urgentes: impacto en la consulta y características clínicas.
Surgical closure of patent ductus arteriosus in premature neonates: Does the surgical technique affect the outcome?Cierre quirúrgico del ductus arterioso persistente del prematuro: ¿influye la técnica quirúrgica en los resultados?
&quot;Warning! Oxygen is just makeup&quot;.	 Author's reply.	«¡Atención!, el oxígeno solo es maquillaje».	 Respuestas de los autores.
Management of gastroesophageal reflux in children.	 Single centre experience in conventional and laparoscopic Nissen fundoplication in the last 15 years.	Manejo del reflujo gastroesofágico en niños.	 Funduplicatura de Nissen convencional y por laparoscopia en los últimos 15 años en un centro especializado.
Leser-Trelat sign associated pancreas with neoplasm.	Signo de Leser-Trélat asociado a cáncer pancreático.
Neumococcal vaccine: «the road to progress is neither fast nor easy».	Vacuna neumocócica: «El camino del progreso no es ni rápido ni fácil».
Cardiovascular risk study in patients with renin-angiotensin system blockade by means of the proteone of circulating extracellular vesicles.	Estudio del riesgo cardiovascular en pacientes con bloqueo del sistema renina-angiotensina a través del proteoma de las vesículas extracelulares circulantes.
Why dedicate yourself to bioethics? Seven reasons to get you started.	¿Por qué dedicarse a la bioética? Siete razones para comenzar a hacerlo.
Usefulness of biomarkers in the prognosis of severe head injuries.	Utilidad de los biomarcadores en el pronóstico del traumatismo craneoencefálico grave.
Liver hydatid disease: Still a problem.	Hidatidosis hepática: todavía un problema.
Occupational diseases treated at Parc de Salut Mar (Barcelona, Spain), 2010-2014.	Enfermedades profesionales atendidas en el Parc de Salut Mar (Barcelona, España), 2010-2014.
Leukemic transformation cell sarcoma.	Leucemización de sarcoma de células de Langerhans.
Health challenges of demographic change.	Retos sanitarios de los cambios demográficos.
Glucose renal excretion as diabetes treatment: From an old diagnostic method to a new way of treatment.	Eliminación renal de glucosa como tratamiento de la diabetes: de un antiguo método diagnóstico a una nueva forma de tratamiento.
Benign prostatic hyperplasia and lower urinary tract symptoms.	 A review of current evidence.	Hiperplasia prostática benigna y síntomas del tracto urinario inferior.	 Revisión de las evidencias actuales.
Gastric vascular ectasia in children: Case reports.	Ectasia vascular gástrica en niños: reporte de casos.
Prevention of ventilator-associated pneumonia: a comparison of level of knowledge in three critical care units.	Prevención de neumonía asociada a ventilación mecánica, comparación de conocimientos entre tres unidades de críticos.
Feasibility of Home-Based Functional Status Assessment of Chronic Obstructive Pulmonary Disease Patients Recovering From an Exacerbation.	Viabilidad de la evaluación domiciliaria del estado funcional de pacientes con enfermedad pulmonar obstructiva crónica en fase de recuperación de una exacerbación.
Orthorexia: A new challenge for health care professionals.	La ortorexia: Un nuevo reto para los profesionales de la salud.
Brazilian Food Composition Database (TBCA-USP): Data compilation to serve the public good.	Tabela brasileira de Composição de Alimentos-USP: compilação de dados a serviço do bem publico.
Maternal Predictors of Body Mass Index of Pre-school and School Age Children.	Predictores maternos del índice de masa corporal del hijo pre-escolar y escolar.
Predictive capacity of anthropometric indeces in the detection of metabolic syndrome in Chilian adults.	Capacidad predictiva de los índices antropométricos en la detecci6n de Sindrome Metabólico en adultos chilenos.
Breastfeeding and non-communicable diseases later in life.	Lactancia materna y enfermedades crónicas no transmisibles en la vida adulta.
In Process Citation.	DEL REVISOR DE ARTÍCULOS CIENTIFICOS.
Effectiveness of the outpatient treatment of the community-acquired pneumonia: systematic review and meta-analysis.	Eficacia del tratamiento ambulatorio de la neumonía adquirida en la comunidad: revisión sistemática y metaanálisis.
Diagnostic strategies in the Clínica de Tuberculosis of the Hospital General of the Centro Médico Nacional La Raza.	Estrategias diagnósticas aplicadas en la Clínica de Tuberculosis del Hospital General Centro Médico Nacional la Raza.
Current diagnosis and treatment of hyperprolactinemia.	Diagnóstico y tratamiento actual de la hiperprolactinemia.
Neuhauser syndrome: the facial dysmorphic phenotype.	Síndrome de Neuhauser: su fenotipo facial dismórfico.
Pharmacists in transition.	 Academy and Pharmacy in Mexico from 1833 to 1865.	Farmacéuticos en transición.	 Academia y Farmacia en México de 1833 a 1865.
Scientific contributions of Jules Hirsch regarding the physiopatogenesis of obesity.	Contribuciones científicas de Jules Hirsch sobre la fisiopatogenia de la obesidad.
Methodology for the development and update of practice guidelines: current state.	Metodología para el desarrollo y la actualización de guías de práctica clínica: estado actual.
Answer to comment on the article &quot;Prevalence and implicated risk factors associated with the exteriorization of cardiac pacemakers.	.	.	&quot;.	Respuesta al comentario al artículo &quot;Factores asociados e implicados en la exteriorización de marcapasos definitivo.	.	.	&quot;
Comment on the article &quot;Prevalence and implicated risk factors associated with the exteriorization of cardiac pacemakers…&quot;.	Comentario al artículo &quot;Factores asociados e implicados en la exteriorización de marcapasos definitivo.	.	.	&quot;
Concerning the article &quot;Four stages in the history of the Centro Médico Nacional Siglo XXI&quot;.	Acerca del artículo &quot;Cuatro etapas en la historia del Centro Médico Nacional Siglo XXI.	.	.	&quot;
Answer from the editors to comment on the article &quot;Reflection on the concept of communication.	.	.	&quot;.	Respuesta de los editores al comentario del artículo &quot;Reflexiones sobre el concepto de comunicación…&quot;.
Answer to comment on the article &quot;Reflections on the concept of communication…&quot;.	Respuesta al comentario del artículo &quot;Reflexiones sobre el concepto de comunicación…&quot;.
Comment on the article &quot;Reflections on the concept of communication…&quot;.	Comentario acerca del artículo &quot;Reflexiones sobre el concepto de comunicación…&quot;.
Prevalence of urinary tract symptoms in women with diabetes mellitus.	Prevalencia de síntomas urinarios en mujeres con diabetes mellitus.
Indications for the use of continuous subcutaneous insulin infusion in pediatric patients with type 1 diabetes mellitus.	Indicaciones para el uso de microinfusora de insulina en pacientes pediátricos con diabetes mellitus tipo 1.
Depression and risk factors associated in women with children in sessions with a child psychiatrist.	Depresión y factores de riesgo asociados en mujeres con hijos en tratamiento paidopsiquiátrico.
HIV screening through rapid testing to pregnant women in the Unidad de Medicina Familiar 171.	Detección de VIH mediante la prueba rápida a mujeres embarazadas en la Unidad de Medicina Familiar 171.
Methicillin resistance and vancomycin susceptibility pattern among blood isolates of Staphylococcus aureus.	Resistencia a meticilina y susceptibilidad a vancomicina de Staphylococcus aureus aislados de sangre.
Protein supplement consumption and its possible association with kidney damage in Mexican elite athletes.	Consumo de suplemento proteico y su posible asociación con daño renal en atletas mexicanos de alto rendimiento.
Antimicrobial resistance trends in pathogens isolated from nosocomial infections.	Tendencias de resistencia antimicrobiana en patógenos aislados de infecciones nosocomiales.
Analysis of the cumulative solar ultraviolet radiation in Mexico.	Análisis de la radiación solar ultravioleta acumulada en México.
Microorganisms responsible of nosocomial infections in the Instituto Mexicano del Seguro Social.	Los microorganismos causantes de infecciones nosocomiales en el Instituto Mexicano del Seguro Social.
Lactate levels with regards to the pulse pressure in patients with shock.	Niveles de lactato respecto a la presión de pulso en pacientes con choque.
Trend of antimicrobial susceptibility in a neonatal and pediatric intensive care unit.	Tendencia de sensibilidad antimicrobiana en una terapia intensiva neonatal y pediátrica.
Recommendations to improve the scientific comunication process in the Revista Médica del IMSS.	Recomendaciones para mejorar la cadena de la comunicación científica en la Revista Médica del IMSS.
Neurotrophic keratopathy secondary to trigeminal nerve aplasia in patient with Goldenhar syndrome.	Úlcera neurotrófica secundaria a aplasia de nervio trigémino en paciente con síndrome de Goldenhar.
Alopecia areata secondary to the use of leflunomide in patients with rheumatoid arthritis: a case report and literature review.	Alopecia areata por uso de leflunomida en una paciente con artritis reumatoide: reporte de caso y revisión de literatura.
Education of people with type 2 diabetes through peers with diabetes: is it cost effective?.	Educación de personas con diabetes tipo 2: ¿es costo-efectiva su implementación a través de pares con diabetes?
Extravascular Lung Water Index as a Predictive Factor For Non-invasive Ventilation Failure.	 The Last Chance to Make the Right Decision?Índice de agua pulmonar extravascular y fracaso de la ventilación no invasiva.	 ¿Es la última frontera para una correcta decisión?
Counterintuitive Pulmonary Nodules in Rheumatoid Arthritis.	Nódulos pulmonares contraintuitivos en artritis reumatoide.
Primary lymphedema due to Milroy disease.	Linfedema congénito secundario a enfermedad de Milroy.
Multiseptate gallbladder as a casual finding.	 What to do?Vesícula biliar multiseptada como hallazgo casual, ¿qué hacer?
Lipid changes and their relationship with vitamin D levels in children under 18 years with type 1 diabetes.	Alteraciones lipídicas y su relación con los niveles de vitamina D en menores de 18 años con diabetes tipo 1.
Impaired awareness of hypoglycaemia in subjects with type 1 diabetes.	 Results of an online survey in a diabetes web site.	¿Es seguro y efectivo tratar la apendicitis aguda no complicada con antibióticos?
Therapeutic attitude of tutors and fourth year residents of Family and Community Medicine from Girona towards peri-articular infiltration.	Actitud terapéutica de los tutores y residentes de cuarto año de Medicina Familiar y Comunitaria de Girona frente a las infiltraciones periarticulares.
Is vitamin D supplementation effective for the prevention of falls in elderly people?¿Es efectiva la suplementación con vitamina D para la prevención de caídas en pacientes geriátricos?
Emphysematous cystitis.	Cistitis enfisematosa.
Chilaiditi's sign.	Signo de Chilaiditi.
Are biologics useful for nail psoriasis?¿Es útil la terapia biológica para la psoriasis ungueal?
Is ursodeoxycholic acid effective for intrahepatic cholestasis of pregnancy?¿Es efectivo el ácido ursodeoxicólico en la colestasia intrahepática del embarazo?
Is antibiotic prophylaxis in nasal packing for anterior epistaxis needed?¿Es necesaria la profilaxis antibiótica para el taponamiento nasal en epistaxis anterior?
Endoscopic treatment of recurrent tracheoesophageal fistula with a combination of N-butyl-2-cyanocrylate (Histoacryl(®)) and lipiodol via esophagoscopy in a pediatric patient.	Tratamiento endoscópico de fístula traqueoesofágica recurrente con una combinación de N-butyl-2-cianocrilato (Histoacryl(®)) y lipiodol por esofagoscopia en pediatría.
In Process Citation.	IVAN BEGHIN (1932-2015).	 MAESTRO DEMÓCRATA Y CIENTÍFICO.
In Process Citation.	DR.	 RICARDO BRESSANI CASTIGNOLI 1926-2015.
Physical and antioxidant characteristics of black (Brassica nigra) and yellow mustard (Brassica alba) seeds and their products.	Características físicas y antioxidantes de semillas y productos de mostaza negra (Brassica nigra) y amarilla (Brassica alba).
Microstructural changes in hardened beans (Phaseolus vulgaris).	Cambios microestructurales en los granos de Phaseolus vulgaris endurecidos.
Assessment, evaluation and nutrition monitoring in older people living in a rest home.	Avaliação e acompanhamento nutricional em idosos de uma instituição de longa permanência.
Study of food characteristics of Uruguayan adolescents.	Estudio sobre las características de la alimentación de los adolescentes uruguayos.
Glycemic index of two varieties of pasta and two varieties of rice.	Medición del índice glucémico de 2 variedades de pastas y 2 variedades de arroz.
Rhetoric of quantification: tuberculosis, statistics and the labor world in Colombia, 1916-1946.	Retórica de la cuantificación: tuberculosis, estadística y mundo laboral en Colombia, 1916-1946.
Childhood and rehabilitation: pragmatic political realities in the Colombian context.	Infancia y rehabilitación: realidades político pragmáticas en el contexto colombiano.
Intercultural health: proposals, actions and failures.	Salud intercultural: propuestas, acciones y fracasos.
Years of life lost (Yll) attributable to alcohol consumption in Mexico city.	Años de Vida Perdidos (AVP) atribuibles al consumo de alcohol en la ciudad de México.
Tropical spastic paraparesis viewed from an Iberian context.	 Reply.	Paraparesia espastica tropical vista desde un contexto iberico.	 Replica.
Tropical spastic paraparesis viewed from an Iberian context.	Paraparesia espastica tropical vista desde un contexto iberico.
Sentinel headache in perimesencephalic subarachnoid hemorrhage.	Cefalea centinela en la hemorragia subaracnoidea perimesencefalica.
Tick-borne relapsing fever: an infrequent cause of meningitis.	Fiebre recurrente transmitida por garrapatas: una causa infrecuente de meningitis.
XXXVIII Reunion Anual de la Sociedad Andaluza de Neurologia.	 Communications.	XXXVIII Reunion Anual de la Sociedad Andaluza de Neurologia.	 Comunicaciones.
Optogenetics: its history, fundamentals and relevance in the present and the past.	Optogenetica: historia, fundamentos y relevancia presente y futura.
Myelopathy secondary to an aneurysmal bone cyst of thoracic spine.	Mielopatia secundaria a un quiste oseo aneurismatico espinal dorsal.
Prevalence of silent cerebrovascular lesions in patients with obstructive sleep apnea syndrome.	Prevalencia de lesion vascular cerebral silente en pacientes con sindrome de apnea/hipopnea obstructiva del sueño.
Inferior vertical nystagmus: is magnetic resonance imaging mandatory?.	Nistagmo vertical inferior: es obligada la resonancia magnetica?
The language area of the brain: a functional reassessment.	Area cerebral del lenguaje: una reconsideracion funcional.
Content validity and reliability of test of gross motor development in Chilean children.	Consenso sobre tratamiento farmacológico de la dislipidemia aterogénica con terapia combinada estatina-fenofibrato.
Use of tranexamic acid in combat casualties.	 Experience of the Spanish medical corps.	 Clinical series and literature review.	Empleo de ácido tranexámico en el herido de combate, experiencia de la sanidad militar española.	 Serie de casos y revisión de la literatura.
Non-invasive ventilation in 'do-not-intubate' patients in a chronic disease hospital.	 One year follow-up study.	Resultados de la ventilación mecánica no invasiva en pacientes no candidatos a intubación en un hospital de subagudos.	 Estudio de seguimiento a un año.
Interventions based on exercise and physical environment for preventing falls in cognitively impaired older people living in long-term care facilities: A systematic review and meta-analysis.	Intervenciones basadas en el ejercicio y el entorno para la prevención de caídas en personas con deterioro cognitivo que viven en centros de cuidado: revisión sistemática y metaanálisis.
Frequency of virulence genes in mixed infections with Helicobacter pylori strains from a Mexican population.	Frecuencia de genes de virulencia en infecciones mixtas con cepas de Helicobacter pylori de una población mexicana.
Outcomes of laparoscopic adrenalectomy in our centre: Conventional technique versus laparo-endoscopic single-site surgery.	Resultados de la suprarrenalectomía laparoscópica en nuestro centro: técnica convencional vs puerto único laparoscópico.
Impact of daily number of urgency urinary incontinence episodes on overactive bladder patient reported outcomes.	Impacto del número de episodios diarios de incontinencia de urgencia en los resultados descritos por el paciente con vejiga hiperactiva.
Initial validation of a training program focused on laparoscopic radical nephrectomy.	Validación inicial de un programa de formación enfocado a la nefrectomía radical laparoscópica.
Robot-assisted partial nephrectomy in 95 consecutive patients: Oncological and functional outcomes at 3 years of follow-up.	Nefrectomía parcial robótica en 95 pacientes consecutivos: resultados oncológicos y funcionales a 3 años de seguimiento.
The suitability of therapeutic effort: An end-of-life strategy.	Adecuación del esfuerzo terapéutico, una estrategia al final de la vida.
An ophthalmologist Pope.	Un Papa oftalmólogo.
Keratitis neurotrophic keratitis post-diode laser transscleral cyclophotocoagulation.	Queratitis neurotrófica posciclofotocoagulación transescleral con láser diodo.
Eye pathology in the works of Vincent van Gogh.	Patología ocular en la obra de Vincent van Gogh.
Health education in transplant patients and their families in an intensive care unit.	Educación para la salud en el paciente trasplantado y su familia en una unidad de cuidados intensivos.
Analysis of costs associated with the management and morbidity of diabetic macular oedema and macular oedema secondary to retinal vein occlusion.	Análisis de los costes asociados al manejo y morbilidad del edema macular diabético y el edema macular secundario a oclusión venosa de la retina.
Spectral domain optical coherence tomography in Celestone® retinal toxicity.	Tomografía de coherencia óptica de dominio espectral en la toxicidad retiniana por Celestone®.
Prostaglandin associated periorbitopathy.	Periorbitopatía asociada a prostaglandinas.
